,tweet_dt,id,username,name,tweet,like_count,reply_count,retweet_count,retweeted
2605,2021-08-07,1423992395469889539,SimplyDaJaMonet,DaJa Mone’t,I’m SO offended I wasn’t invited to my uncle’s wedding yesterday 🙄 I legit have no intention on speaking to him for… https://t.co/qlpBNQlJQP,0,0,0,False
2606,2021-08-07,1423992380382982151,AlfredoBrownGM,Alfredo Brown,@zach_kahan @ClinicCapp He could run a 3.44 and I won’t do it. I know it’s irrational. IDC.,0,0,0,False
2607,2021-08-07,1423992367032459276,FatDaddyDollaz,Big Belly Rude Boy,@aworldofsin @1ThreeOneThree @Jay__Green I’ll hear the 3k argument but em? Nahhh I ain’t giving no white man no rec… https://t.co/ErrKFGSARR,0,0,0,False
2608,2021-08-07,1423992341317226505,rare_mid,Mid_Rare,@bobbartemius @alphaINTEL Stop crutching a player that respawn said was gonna get nerf’d almost immediately if he w… https://t.co/e2EpQ7Sg6C,0,0,0,False
2609,2021-08-07,1423992337236123652,CherishTheDae,DAE’🦂,"Done with liquor , idc",0,0,0,False
2610,2021-08-07,1423992335587692544,tetetales,⌗ ًsid⁷ ✿,gonna qrt this everyday and idc if y'all are gonna think it's annoying asf,0,0,0,False
2611,2021-08-07,1423992327224320009,varunmundkur,Varun Mundkur,So happy that I'll even go watch it idc😭 https://t.co/3OjFV9gRwA,1,0,0,False
2612,2021-08-07,1423992308358340613,AdeelMuhammad25,Adeel Muhammad,@alihammadisb @OfficialNcoc @Asad_Umar @GSKhan_Official @official_pcaa @airblueairline IDC is only doing PCR COVID… https://t.co/5dLzpnJHid,0,0,0,False
2613,2021-08-07,1423992297167810563,TheeTeaMan,The Tea Man,I’ll kill a mfer for my woman idc this is even cuter than that,0,0,0,False
2614,2021-08-07,1423992267229077515,AB6IXUAL,Ajax and non rent payers,IM TAKING ANOTHER ONE IDC IDC,0,0,0,False
2615,2021-08-07,1423992258748198915,OHMayaBehave,Myth.,I’m copping up ivy park rodeo idc. This is what I’ve been waiting for.,0,0,0,False
2616,2021-08-07,1423992235855532037,ganyus_gf,bleach ! ˎˊ- AYAKA HAVER !!,@raccsayuu WHATEVER THE REASON UR LSITENING TO IT IDC ITS KIND OF A BANGER,0,0,0,False
2617,2021-08-07,1423992228372914179,lalitrivia,brandy,"idc what color it is, but i think she has a wolf cut. https://t.co/hryzc23g8P",0,0,0,False
2618,2021-08-07,1423992216293363718,beomurin,didi ⊹,idc ehy do i even need friends f it,0,0,0,False
2619,2021-08-07,1423992203047673859,dino_dumps,dinoNAUR • Flop Era,@taysfolkIore olivia best cat idc idc,1,0,0,False
2620,2021-08-07,1423992147544444931,phhalosgf,ًcel,green adidas hoodie supremacy idc its iconic and i love that fit sm 😭 #Walls24hourschallenge https://t.co/sBPgEJw0VC,0,0,0,False
2621,2021-08-07,1423992129534128137,intoIili,eve,"girl @catmeow5555 idc if u wear a wig, cap, or beanie i just need to SEE YOU",0,0,0,False
2622,2021-08-07,1423992103705645058,MyguyBabyQuise,Baby🗝’s,Idc she’s older soooo she should be more mature.,0,0,0,False
2623,2021-08-07,1423992071682101252,popeyeee12,⊙♡⊙🐟,"Why is important hyx leaks always came out during the worst timing sigh, whoever did it will face karma idc.",7,0,0,False
2624,2021-08-07,1423992065462087684,Ennchen_,Enny,If you eat with your mouth open you’re an asshole. Idc.,4,0,1,False
2625,2021-08-07,1423992064027500545,hmspha,阿利亚,"idc how attractive you are,if i have bf i only simp for him 😩💞💙😍💙💝❤️🖤&lt;3",3,0,1,False
2626,2021-08-07,1423992053550170112,bakudeavor,max 🪅,idc if bao’er is a treasure hoarder she’s sexy i’ll do whatever she wants,3,0,0,False
2627,2021-08-07,1423992026723454978,hunniit,️️ ️️️️️️️️️ ️️ ️️ ️️ ️️ ️️️️️️️️️ ️️ ️️ ️️ ׅ,lemme have no delay id be like the fastest idc https://t.co/zyyB5xIfqE,2,0,0,False
2628,2021-08-07,1423992015231070208,__DarkShadows,K. Zoldyck 🍥,"Beyoncé is fine as hell, idc.",0,0,0,False
2629,2021-08-07,1423992010508177418,skkitties,aura,ianlena crumbs idc https://t.co/uu4YYpPq7K,0,0,0,False
2630,2021-08-07,1423992006121033733,dray_dixon,Manic Pixie Goth BF,@AMagicWriter If he held me like that I would kiss him. Idc.,1,0,0,False
2631,2021-08-07,1423991984016924674,kjdxings,choco ˣ #RIMA_OUT (REST),"@KingSSF77 Idk or idc about that group, just talking about how exo and bbh didn’t get to promote 🙂",0,0,0,False
2632,2021-08-07,1423991936080224265,messi_szn,MessiSzn,@Prot3in_Pedri @Numero_uno991 @Joshua_fcbgod @destowns_ @the_dentin @talkfcb_ Yes exactly that Pig just fed lies.An… https://t.co/BxHFQXBpHQ,1,0,0,False
2633,2021-08-07,1423991918665609221,ItsLawy,Lawrence 🍂,@uglyngl So idc abt any other accents,0,0,0,False
2634,2021-08-07,1423991897127747587,Di34CiA,‏ًً,used to it 🤷🏻‍♀️ idc,0,0,0,False
2635,2021-08-07,1423991874172461060,_kthrnflrs_,kate,Idc if u think I’m immature but this squishmallow is soooo cute!!😾💓,0,0,0,False
2636,2021-08-07,1423991857554538501,moonlightIupin,moon/clo!,lordd they are so in love idc what ppl say they're canon,1,0,0,False
2637,2021-08-07,1423991836100554752,_T7a9,ren,idc ill go buy a robux giftcard in the evening,0,0,0,False
2638,2021-08-07,1423991835467210754,kunjaev,tvisha⁷,@minhofckr69 i will send and tag you in clips idc idc,1,0,0,False
2639,2021-08-07,1423991820653109250,LOUSPHORIA,deni.,idk abt yall but i still think we're getting that mv idc how long its been🥰🥰,0,0,0,False
2640,2021-08-07,1423991816039198730,Theepondan,Zuki,@zokwon Idc at least got flavour 🤗,0,0,0,False
2641,2021-08-07,1423991788570820608,Savageeeeee,the protagonist,This is incredible idc https://t.co/kKLcRgcRRW,1,0,0,False
2642,2021-08-07,1423991758912847874,4luoyizhou,ً jai🌼,"okay but sorry yizhou idc abt the dumplings, I'm busy looking at you
hehe 😋 https://t.co/s1yeHeLcxU",6,0,2,False
2643,2021-08-07,1423991716974108676,alistlk,AList,DCEU ranked. Idc argue with a brick :) https://t.co/7nh8xhMQ1h,15,0,2,False
2644,2021-08-07,1423991716185526275,levii_lmno,Ling Long,I'm mad af. DQ that team idc,0,0,0,False
2645,2021-08-07,1423991681234440197,MHwasahage,Eyo ❖ Hwasahage 𓃬 (IA),@solarwheebyulsa Idc it’s not funny,0,0,0,False
2646,2021-08-07,1423991652255993862,CyaptanTMT,baby.,@DayoAdjetey @ACGudda1 @AsanteFarda @179858_ me idc but i just want know if she dupe boys or not,0,0,0,False
2647,2021-08-07,1423991628029730816,RAINBERRY304,sophie🐙 claims baby blue,IK MY LAYOUT IS CLAPPED BUT IDC BC THE PFP IS SO HOT,1,0,0,False
2648,2021-08-07,1423991623755702272,invivity,∞,"Idc how you put it or what u mean by it. 
I ain’t nobody’s BITCH. Ever.",0,0,0,False
2649,2021-08-07,1423991599470714880,iSAIDiamRah,Manager of the Airport Rah,@EST_MCMXCIV @JayBabyEars Depends but idc how much they cost. I’d kill somebody if I looked inside a pillowcase and… https://t.co/5ALx0p0e3T,0,0,0,False
2650,2021-08-07,1423991584232677377,idc_lmao,Shobhit | neeraj chopra stan,"If you dont love          then you 
Me at my worst     don't deserve 
                               me at my best… https://t.co/DaMWCGNsTr",26,0,5,False
2651,2021-08-07,1423991577651777545,drewdeserve,fio.,Kid Laroi is Jiley’s son idc https://t.co/Kw11TjB3n4,0,0,0,False
2652,2021-08-07,1423991568667664386,xalcion,raven ᯽ waits for a certain seohee ff,IM OISTENING GO THIS AGAIN IDC IT MAKES ME SOB HARD AF,1,0,0,False
2653,2021-08-07,1423991556042895360,Nicknametomi1,Bibi._.,@_itsmeh_07 Lol idc abt wkbrl shit,1,0,0,False
2654,2021-08-07,1423991541006323717,Saucys0saaa3,YUMYUM🦍🤍✨,@BigEarn127 😂😂😂😂😂 SMFH naw I hold grudges once I decide I’m really done you can D!E idc,0,0,0,False
2655,2021-08-07,1423991495305093121,ratlici0us,rat ayaka&ning haver !!,idc czy jestesmy close muts😇 https://t.co/b4s5YO39ve,0,0,0,False
2656,2021-08-07,1423991493988175874,HJPHORIA,se,I’m gonna make him buy me one idc idc I’ll list him bunch of pros for why I need silk underscarfs https://t.co/jyiRs7FjdU,0,0,0,False
2657,2021-08-07,1423991464388927495,dayeonizer,noah,defending that black mamba performance w my life idc idc chaehyun best vocalist so far  https://t.co/LlYxOojJWr,1,0,0,False
2658,2021-08-07,1423991451298537475,nosiey_,Juli Baker,Blocking accounts that keep showing me ads idc about. &gt;&gt;&gt;,0,0,1,False
2659,2021-08-07,1423991448777728000,_rideyourheart,savannah,im listening to the ten minute version as soon as red tv drops idc i've already waited long enough,0,0,0,False
2660,2021-08-07,1423991423142146049,PivvyWivvy,Piv,SURE the independent new vegas is more violent and evil but fuck it idc,1,0,0,False
2661,2021-08-07,1423991421749526533,noblezakim_,kembot,idc anymore,0,0,0,False
2662,2021-08-07,1423991398970257415,nyooxo,Bior flowers 🌸,One thing ima do is call my mom when I’m drunk. Idc what time it is 😭 love my girl fr,0,0,0,False
2663,2021-08-07,1423991370860187653,strmwxlls,Vidia or Fé¿?🧚‍♀️,@itsmutual369 well yeah but idc,0,0,0,False
2664,2021-08-07,1423991367945043987,12GrapePlate,yarrow 🐸,"@gigigames1111 ""Angry customers threatened to spit on and cough at front door staff""

This is one reason why I carr… https://t.co/gEVRCouLmw",0,0,0,False
2665,2021-08-07,1423991357933297666,JusReagan,RE🖇G💲💚,@Dreamchasnmike2 idc if you put your butt to me you obviously hate me and wanna break up 🥱 that’s when i become big… https://t.co/azQ7K8LDoL,0,0,0,False
2666,2021-08-07,1423991333610565642,umer_matkr,Umer ||HipHop Stan Account|| 🤘,@idc_go_to_hell Nai mujh par and u know,0,0,0,False
2667,2021-08-07,1423991312592908291,Early444rager,444🦇,@NewSlay3r greatest song of all time idc,0,0,0,False
2668,2021-08-07,1423991312324468749,taeminftrm,meg ✩ XIAOJUN DAY,@winkobee IL STILL FOLLOW U IDC,0,0,0,False
2669,2021-08-07,1423991305101791233,YHDeathbase,YACINE HATERS DEATHBASE,"Wait a minute. If saytaiyrsh supports Tom - Cartoon now, then that means that Tom - Cartoon is loving on himself un… https://t.co/z5pBbuVjv9",0,0,0,False
2670,2021-08-07,1423991285011128327,ChelseaxMaraj,Chelsea J.,"Imma be honest , idc about the olympics and can’t wait till this is all off my tl lol 🤷🏼‍♀️",0,0,0,False
2671,2021-08-07,1423991282762977285,D_anzy,Danzy,"@PatrickTimmons1 They’re both great idc who we get between the two, at least get one of them that’s all I care about",0,0,0,False
2672,2021-08-07,1423991280821051402,katewarddyt,katewardd,"Idk why we have to keep having the same talk of “do not show up at your fave’s house”. It’s not funny, cute, and yo… https://t.co/FvAp73tyQz",0,0,0,False
